MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2447658	Disc1	disrupted in schizophrenia 1	8		regulation of postsynapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:203731 	
MGI:2447658	Disc1	disrupted in schizophrenia 1	8		regulation of postsynapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:203731 	
MGI:2447658	Disc1	disrupted in schizophrenia 1	8		regulation of synapse maturation			IMP		J:159140 	
MGI:2679721	Dixdc1	DIX domain containing 1	9		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:242329 	
MGI:2679721	Dixdc1	DIX domain containing 1	9		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:242329 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		negative regulation of presynapse assembly	happens in hippocampal neuron		IDA		J:269539 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		maintenance of postsynaptic density structure			IEA	GO:0098919 	J:346132 	
MGI:1344351	Dlg2	discs large MAGUK scaffold protein 2	7		maintenance of postsynaptic density structure			IEA	GO:0098919 	J:346132 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		AMPA glutamate receptor clustering			IBA	PTN002750666 RGD:68424 	J:161428 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		AMPA glutamate receptor clustering			ISO	RGD:68424 	J:155856 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		AMPA glutamate receptor clustering			ISS	P31016 	J:342587 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		dendritic spine morphogenesis			IDA		J:175436 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		dendritic spine morphogenesis			ISO	RGD:68424 	J:155856 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		dendritic spine organization			ISO	RGD:68424 	J:155856 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		positive regulation of AMPA glutamate receptor clustering			ISO	RGD:68424 	J:155856 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		positive regulation of synapse assembly			ISO	RGD:68424 	J:155856 	
MGI:1918478	Dlg5	discs large MAGUK scaffold protein 5	14		positive regulation of synapse assembly			IMP		J:216499 	
MGI:3039563	Dlgap3	DLG associated protein 3	4		modification of postsynaptic structure	happens in glutamatergic synapse,happens in corpus striatum		IDA		J:125181 	
MGI:3039563	Dlgap3	DLG associated protein 3	4		modification of postsynaptic structure	happens in glutamatergic synapse,happens in corpus striatum		IEP		J:125181 	
MGI:3039563	Dlgap3	DLG associated protein 3	4		modification of postsynaptic structure	happens in glutamatergic synapse,happens in corpus striatum		IMP		J:125181 	
MGI:2138865	Dlgap4	DLG associated protein 4	2		modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:277713 	
MGI:2138865	Dlgap4	DLG associated protein 4	2		modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:277713 	
MGI:2138865	Dlgap4	DLG associated protein 4	2		regulation of synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:277713 	
MGI:2138865	Dlgap4	DLG associated protein 4	2		regulation of synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:277713 	
MGI:94906	Dmpk	dystrophia myotonica-protein kinase	7		regulation of synapse structural plasticity			IMP		J:103029 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		neuromuscular junction development			IMP		J:145549 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		neuromuscular junction development			ISO	Q96EY1 	J:164563 	
MGI:1921256	Dnm1l	dynamin 1-like	16		positive regulation of dendritic spine morphogenesis			IEA	ENSRNOP00000002478 O35303 	J:342605 	
MGI:1921256	Dnm1l	dynamin 1-like	16		positive regulation of dendritic spine morphogenesis			ISO	RGD:620416 	J:155856 	
MGI:1341299	Dnm3	dynamin 3	1		negative regulation of dendritic spine morphogenesis			ISO	RGD:727949 	J:155856 	
MGI:1341299	Dnm3	dynamin 3	1		regulation of dendritic spine morphogenesis			ISO	RGD:727949 	J:155856 	
MGI:1341299	Dnm3	dynamin 3	1		synapse assembly			ISO	RGD:727949 	J:155856 	
MGI:2429765	Dock1	dedicator of cytokinesis 1	7		regulation of postsynapse assembly			ISO	Q14185 	J:164563 	
MGI:1918006	Dock4	dedicator of cytokinesis 4	12		regulation of postsynapse assembly			IEA	A0A8I5ZNR8 ENSRNOP00000079532 	J:342605 	
MGI:1914549	Dock7	dedicator of cytokinesis 7	4		postsynaptic specialization assembly	happens in neuromuscular junction		IDA		J:165470 	
MGI:1914549	Dock7	dedicator of cytokinesis 7	4		postsynaptic specialization assembly	happens in neuromuscular junction		IMP		J:165470 	
MGI:2146320	Dock10	dedicator of cytokinesis 10	1		dendritic spine morphogenesis			IBA	MGI:2146320 PTN002762095 	J:161428 	
MGI:2146320	Dock10	dedicator of cytokinesis 10	1		dendritic spine morphogenesis			IMP		J:239194 	
MGI:2146320	Dock10	dedicator of cytokinesis 10	1		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:239194 	
MGI:2146320	Dock10	dedicator of cytokinesis 10	1		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:239194 	
MGI:3584043	Dok7	docking protein 7	5		neuromuscular junction development			IBA	MGI:3584043 PTN001092033 	J:161428 	
MGI:3584043	Dok7	docking protein 7	5		neuromuscular junction development			IDA		J:110011 	
MGI:3584043	Dok7	docking protein 7	5		neuromuscular junction development			IGI	MGI:103581 	J:110011 	
MGI:3584043	Dok7	docking protein 7	5		neuromuscular junction development			IMP	MGI:1929066 	J:33184 	
MGI:3584043	Dok7	docking protein 7	5		neuromuscular junction development			IMP		J:86639 	
MGI:3584043	Dok7	docking protein 7	5		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:144064 	
MGI:3584043	Dok7	docking protein 7	5		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:145446 	
MGI:3584043	Dok7	docking protein 7	5		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:103581 	J:33184 	
MGI:3584043	Dok7	docking protein 7	5		positive regulation of skeletal muscle acetylcholine-gated channel clustering	positively regulates skeletal muscle acetylcholine-gated channel clustering		IMP		J:86639 	
MGI:99578	Drd1	dopamine receptor D1	13		modification of postsynaptic structure	happens in glutamatergic synapse,happens in corpus striatum		EXP		J:263447 	
MGI:99578	Drd1	dopamine receptor D1	13		modification of postsynaptic structure	happens in glutamatergic synapse,happens in corpus striatum		IDA		J:263447 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synapse structural plasticity			IEA	ENSRNOP00000043759 P61169 	J:342605 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synapse structural plasticity			ISO	RGD:2520 	J:155856 	
MGI:94924	Drd2	dopamine receptor D2	9		synapse assembly			IEA	ENSRNOP00000043759 P61169 	J:342605 	
MGI:107432	Drp2	dystrophin related protein 2	X		synapse organization			IEA	ENSRNOP00000037371 Q9EPA0 	J:342605 	
MGI:107432	Drp2	dystrophin related protein 2	X		synapse organization			ISO	RGD:621750 	J:155856 	
MGI:1196281	Dscam	DS cell adhesion molecule	16		synapse assembly			ISS	F1NY98 	J:342587 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		negative regulation of dendritic spine morphogenesis			IEA	ENSRNOP00000091788 Q5M834 	J:342605 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		negative regulation of dendritic spine morphogenesis			ISO	RGD:1590759 	J:155856 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		dendritic spine morphogenesis			IEA	ENSRNOP00000026439 Q9WVB9 	J:342605 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		dendritic spine morphogenesis			ISO	RGD:620632 	J:155856 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		neuromuscular junction development			IGI	MGI:103581 	J:78399 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		neuromuscular junction development			IGI	MGI:1339975 	J:78399 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		neuromuscular junction development			IGI	MGI:87961 	J:78399 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		postsynapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:173542 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		postsynapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:173542 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		presynapse assembly	happens in cerebellum		IDA		J:111190 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		presynapse assembly	happens in cerebellum		IMP		J:111190 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		regulation of postsynapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:203731 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		regulation of postsynapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:203731 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		skeletal muscle acetylcholine-gated channel clustering	happens in cell of skeletal muscle,happens in diaphragm		IMP	MGI:2137230 	J:142354 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		synapse organization	happens in cerebellum		IGI	MGI:98961 	J:111190 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		synapse organization	happens in cerebellum		IMP	MGI:2137230 	J:111190 	
MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase	7		positive regulation of dendritic spine morphogenesis			IEA	ENSRNOP00000022726 P70531 	J:342605 	
MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase	7		positive regulation of dendritic spine morphogenesis			ISO	RGD:2538 	J:155856 	
MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase	7		positive regulation of synapse assembly			IEA	ENSRNOP00000022726 P70531 	J:342605 	
MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase	7		positive regulation of synapse assembly			ISO	RGD:2538 	J:155856 	
MGI:103236	Efna1	ephrin A1	3		negative regulation of dendritic spine morphogenesis			IDA		J:117343 	
MGI:107444	Efna5	ephrin A5	17		positive regulation of synapse assembly	happens in hippocampus stratum radiatum		IDA		J:184958 	
MGI:107444	Efna5	ephrin A5	17		synaptic membrane adhesion	happens in GABA-ergic synapse,happens in cerebral cortex		IDA		J:204427 	
MGI:107444	Efna5	ephrin A5	17		synaptic membrane adhesion	happens in GABA-ergic synapse,happens in cerebral cortex		IEP		J:204427 	
MGI:107444	Efna5	ephrin A5	17		synaptic membrane adhesion	happens in GABA-ergic synapse,happens in cerebral cortex		IMP		J:204427 	
MGI:102708	Efnb1	ephrin B1	X		presynapse assembly			ISO	RGD:2540 	J:155856 	
MGI:105097	Efnb2	ephrin B2	8		presynapse assembly			IEA	A0A8I5ZYG5 ENSRNOP00000110791 	J:342605 	
MGI:105097	Efnb2	ephrin B2	8		presynapse assembly			IEA	A6IWT6 ENSRNOP00000110791 	J:342605 	
MGI:105097	Efnb2	ephrin B2	8		presynapse assembly			ISO	RGD:1309497 	J:155856 	
MGI:109196	Efnb3	ephrin B3	11		positive regulation of presynapse assembly			ISO	RGD:2541 	J:155856 	
MGI:1932286	Egln1	egl-9 family hypoxia-inducible factor 1	8		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:234716 	
MGI:1932286	Egln1	egl-9 family hypoxia-inducible factor 1	8		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IEP		J:234716 	
MGI:1932286	Egln1	egl-9 family hypoxia-inducible factor 1	8		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:234716 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		regulation of presynapse assembly			IEA	ENSP00000316879 Q04637 	J:342605 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		regulation of presynapse assembly			ISO	Q04637 	J:164563 	
MGI:1100887	Elavl2	ELAV like RNA binding protein 1	4		regulation of synapse assembly			ISO	RGD:628611 	J:155856 	
MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5		synapse assembly			IMP		J:332184 	
MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5		synapse organization			IMP		J:190381 	
MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:226212 	
MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IEP		J:226212 	
MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:226212 	
MGI:3608416	Elfn2	leucine rich repeat and fibronectin type III, extracellular 2	15		synaptic membrane adhesion			IDA		J:286127 	
MGI:3608416	Elfn2	leucine rich repeat and fibronectin type III, extracellular 2	15		synaptic membrane adhesion			IMP		J:286127 	
MGI:2153044	Elmo1	engulfment and cell motility 1	13		regulation of postsynapse assembly			IEA	ENSRNOP00000104986 G8CYZ7 	J:342605 	
MGI:99612	Epha3	Eph receptor A3	16		synaptic membrane adhesion	happens in GABA-ergic synapse,happens in cerebral cortex		IDA		J:204427 	
MGI:99612	Epha3	Eph receptor A3	16		synaptic membrane adhesion	happens in GABA-ergic synapse,happens in cerebral cortex		IMP		J:204427 	
MGI:98277	Epha4	Eph receptor A4	1		regulation of dendritic spine morphogenesis			IMP		J:117343 	
MGI:98277	Epha4	Eph receptor A4	1		regulation of modification of synaptic structure			IEA	D3ZZK3 ENSRNOP00000051316 	J:342605 	
MGI:98277	Epha4	Eph receptor A4	1		regulation of modification of synaptic structure	happens in hippocampal neuron,is upstream of regulation of long-term synaptic potentiation,happens in dendritic spine		IGI	CPX-1134 P00520 	J:214156 	
MGI:98277	Epha4	Eph receptor A4	1		regulation of modification of synaptic structure			ISO	RGD:1560587 	J:155856 	
MGI:98277	Epha4	Eph receptor A4	1		regulation of synapse pruning			IEA	D3ZZK3 ENSRNOP00000051316 	J:342605 	
MGI:98277	Epha4	Eph receptor A4	1		regulation of synapse pruning			ISO	RGD:1560587 	J:155856 	
MGI:98277	Epha4	Eph receptor A4	1		synapse pruning	happens in glutamatergic synapse,happens in hippocampal formation		EXP		J:81695 	
MGI:98277	Epha4	Eph receptor A4	1		synapse pruning	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:81695 	
MGI:98277	Epha4	Eph receptor A4	1		synapse pruning	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:81695 	
MGI:99654	Epha5	Eph receptor A5	5		dendritic spine morphogenesis			ISO	RGD:620831 	J:155856 	
MGI:95276	Epha7	Eph receptor A7	4		negative regulation of synapse assembly	happens in hippocampus stratum radiatum		IDA		J:184958 	
MGI:95276	Epha7	Eph receptor A7	4		regulation of postsynapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:208865 	
MGI:95276	Epha7	Eph receptor A7	4		regulation of postsynapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:208865 	
MGI:1096337	Ephb1	Eph receptor B1	9		dendritic spine morphogenesis			IMP		J:120748 	
MGI:1096337	Ephb1	Eph receptor B1	9		dendritic spine morphogenesis			IMP		J:87071 	
MGI:1096337	Ephb1	Eph receptor B1	9		positive regulation of synapse assembly			IMP		J:87071 	
MGI:99611	Ephb2	Eph receptor B2	4		dendritic spine morphogenesis			IDA		J:120748 	
MGI:99611	Ephb2	Eph receptor B2	4		dendritic spine morphogenesis			IMP		J:87071 	
MGI:99611	Ephb2	Eph receptor B2	4		positive regulation of dendritic spine morphogenesis			IEA	ENSRNOP00000016983 F1MAJ0 	J:342605 	
MGI:99611	Ephb2	Eph receptor B2	4		positive regulation of dendritic spine morphogenesis			ISO	RGD:1564232 	J:155856 	
MGI:99611	Ephb2	Eph receptor B2	4		positive regulation of synapse assembly			IDA		J:167914 	
MGI:99611	Ephb2	Eph receptor B2	4		positive regulation of synapse assembly			IEA	ENSRNOP00000016983 F1MAJ0 	J:342605 	
MGI:99611	Ephb2	Eph receptor B2	4		positive regulation of synapse assembly			IMP		J:87071 	
MGI:99611	Ephb2	Eph receptor B2	4		positive regulation of synapse assembly			ISO	RGD:1564232 	J:155856 	
MGI:99611	Ephb2	Eph receptor B2	4		postsynaptic membrane assembly			IEA	ENSRNOP00000016983 F1MAJ0 	J:342605 	
MGI:99611	Ephb2	Eph receptor B2	4		postsynaptic membrane assembly			ISO	RGD:1564232 	J:155856 	
MGI:104770	Ephb3	Eph receptor B3	16		dendritic spine morphogenesis			IMP		J:87071 	
MGI:104770	Ephb3	Eph receptor B3	16		positive regulation of synapse assembly			IMP		J:87071 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		neuromuscular junction development			IMP	MGI:1929070 	J:60191 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		synapse maturation			ISO	RGD:620486 	J:155856 	
MGI:2151013	Erc1	ELKS/RAB6-interacting/CAST family member 1	6		maintenance of presynaptic active zone structure			IBA	PTN000429274 	J:161428 	
MGI:2151013	Erc1	ELKS/RAB6-interacting/CAST family member 1	6		maintenance of presynaptic active zone structure			IEA	GO:0098882 	J:346132 	
MGI:1098749	Erc2	ELKS/RAB6-interacting/CAST family member 2	14		maintenance of presynaptic active zone structure			IBA	PTN000429274 	J:161428 	
MGI:1098749	Erc2	ELKS/RAB6-interacting/CAST family member 2	14		maintenance of presynaptic active zone structure			IEA	GO:0098882 	J:346132 	
MGI:1096867	Etv5	ets variant 5	16		regulation of synapse organization			IMP	MGI:3589421 	J:126807 	
MGI:1096867	Etv5	ets variant 5	16		skeletal muscle acetylcholine-gated channel clustering	happens in cell of skeletal muscle,happens in diaphragm		IMP	MGI:3589421 	J:126807 	
MGI:98931	Ezr	ezrin	17		postsynaptic actin cytoskeleton organization	happens in cerebral cortex		IDA		J:264135 	
MGI:98931	Ezr	ezrin	17		postsynaptic actin cytoskeleton organization	happens in cerebral cortex		IMP		J:264135 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		establishment of synaptic specificity at neuromuscular junction			ISO	RGD:2586 	J:155856 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		establishment of synaptic specificity at neuromuscular junction			ISS	P26824 	J:342587 	
MGI:3041256	Fam107a	family with sequence similarity 107, member A	14		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:262339 	
MGI:3041256	Fam107a	family with sequence similarity 107, member A	14		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:262339 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		positive regulation of skeletal muscle acetylcholine-gated channel clustering	positively regulates skeletal muscle acetylcholine-gated channel clustering		IGI	MGI:104683 	J:86639 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		postsynaptic actin cytoskeleton organization			IEA	ENSRNOP00000015271 F1LYQ8 	J:342605 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		postsynaptic actin cytoskeleton organization			ISO	RGD:1305346 	J:155856 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		regulation of presynapse assembly			IEA	ENSRNOP00000015271 F1LYQ8 	J:342605 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		regulation of presynapse assembly			ISO	RGD:1305346 	J:155856 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		synapse assembly			IEA	ENSRNOP00000015271 F1LYQ8 	J:342605 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		synapse assembly			ISO	RGD:1305346 	J:155856 	
MGI:2446173	Farp1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	14		synapse assembly			ISS	F1LYQ8 	J:342587 	
MGI:2447775	Fbxo45	F-box protein 45	16		synapse assembly involved in innervation			IBA	MGI:2447775 PTN000261681 	J:161428 	
MGI:2447775	Fbxo45	F-box protein 45	16		synapse assembly involved in innervation	happens in peripheral nervous system		IMP	MGI:3849742 	J:149890 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		regulation of dendritic spine maintenance	happens in hippocampal neuron,is a part of cellular response to amyloid-beta		IMP		J:201623 	
MGI:95521	Fgf7	fibroblast growth factor 7	2		regulation of synapse maturation	happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:161954 	
MGI:95521	Fgf7	fibroblast growth factor 7	2		regulation of synapse maturation	happens in GABA-ergic synapse,happens in hippocampal formation		IMP		J:161954 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		inhibitory synapse assembly			IMP		J:272493 	
MGI:1914362	Fgf22	fibroblast growth factor 22	10		regulation of synapse maturation	happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:161954 	
MGI:1914362	Fgf22	fibroblast growth factor 22	10		regulation of synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:347298 	
MGI:1914362	Fgf22	fibroblast growth factor 22	10		regulation of synapse maturation	happens in GABA-ergic synapse,happens in hippocampal formation		IMP		J:161954 	
MGI:1914362	Fgf22	fibroblast growth factor 22	10		regulation of synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:347298 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:292696 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:292696 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		neuromuscular junction development			IMP	MGI:2183527 	J:126496 	
MGI:1917848	Filip1	filamin A interacting protein 1	9		modification of postsynaptic structure	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:260692 	
MGI:1917848	Filip1	filamin A interacting protein 1	9		modification of postsynaptic structure	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:260692 	
MGI:95556	Flna	filamin, alpha	X		synapse organization			IDA		J:234716 	
MGI:95556	Flna	filamin, alpha	X		synapse organization			IMP		J:234716 	
MGI:3026647	Flrt1	fibronectin leucine rich transmembrane protein 1	19		positive regulation of synapse assembly			IDA		J:211830 	
MGI:3603594	Flrt2	fibronectin leucine rich transmembrane protein 2	12		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	2		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	2		synapse assembly			IMP		J:224730 	
MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	2		synapse organization			ISO	RGD:1566005 	J:155856 	
MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	2		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:224730 	
MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	2		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:224730 	
MGI:104683	Fnta	farnesyltransferase, CAAX box, alpha	8		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:144064 	
MGI:104683	Fnta	farnesyltransferase, CAAX box, alpha	8		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:145446 	
MGI:104683	Fnta	farnesyltransferase, CAAX box, alpha	8		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:103581 	J:33184 	
MGI:104683	Fnta	farnesyltransferase, CAAX box, alpha	8		positive regulation of skeletal muscle acetylcholine-gated channel clustering	positively regulates skeletal muscle acetylcholine-gated channel clustering		IMP		J:86639 	
MGI:3042378	Frmpd4	FERM and PDZ domain containing 4	X		positive regulation of synapse structural plasticity			ISO	Q14CM0 	J:164563 	
MGI:3042378	Frmpd4	FERM and PDZ domain containing 4	X		positive regulation of synapse structural plasticity			ISS	Q14CM0 	J:342587 	
MGI:3042378	Frmpd4	FERM and PDZ domain containing 4	X		postsynaptic actin cytoskeleton organization			ISO	RGD:1566031 	J:155856 	
MGI:2442704	Frrs1l	ferric-chelate reductase 1 like	4		regulation of AMPA glutamate receptor clustering	uses Gria1		IMP		J:294276 	
MGI:95602	Fyn	Fyn proto-oncogene	10		negative regulation of dendritic spine maintenance	happens in cerebral cortex neuron,is a part of response to amyloid-beta		IGI	P04925 Q01097 	J:190064 	
MGI:1196625	Fzd1	frizzled class receptor 1	5		regulation of presynapse assembly	happens in hippocampal formation		IDA		J:263449 	
MGI:1196625	Fzd1	frizzled class receptor 1	5		regulation of presynapse assembly	happens in hippocampal formation		IMP		J:263449 	
MGI:108571	Fzd5	frizzled class receptor 5	1		presynapse assembly			ISO	RGD:631406 	J:155856 	
MGI:1313278	Fzd9	frizzled class receptor 9	5		negative regulation of skeletal muscle acetylcholine-gated channel clustering			IMP		J:236211 	
MGI:1313278	Fzd9	frizzled class receptor 9	5		postsynapse organization			ISO	RGD:628817 	J:155856 	
MGI:1313278	Fzd9	frizzled class receptor 9	5		regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:236211 	
MGI:95613	Gabra1	gamma-aminobutyric acid type A receptor subunit alpha 1	11		inhibitory synapse assembly			IBA	MGI:95613 MGI:95614 MGI:95623 P14867 P18507 PTN001055383 	J:161428 	
MGI:95613	Gabra1	gamma-aminobutyric acid type A receptor subunit alpha 1	11		inhibitory synapse assembly			IDA		J:281261 	
MGI:95613	Gabra1	gamma-aminobutyric acid type A receptor subunit alpha 1	11		inhibitory synapse assembly			IEA	ENSP00000377517 P14867 	J:342605 	
MGI:95613	Gabra1	gamma-aminobutyric acid type A receptor subunit alpha 1	11		inhibitory synapse assembly			ISO	P14867 	J:164563 	
MGI:95614	Gabra2	gamma-aminobutyric acid type A receptor subunit alpha 2	5		inhibitory synapse assembly			IBA	MGI:95613 MGI:95614 MGI:95623 P14867 P18507 PTN001055383 	J:161428 	
MGI:95614	Gabra2	gamma-aminobutyric acid type A receptor subunit alpha 2	5		inhibitory synapse assembly			IDA		J:281261 	
MGI:95615	Gabra3	gamma-aminobutyric acid type A receptor subunit alpha 3	X		inhibitory synapse assembly			IBA	MGI:95613 MGI:95614 MGI:95623 P14867 P18507 PTN001055383 	J:161428 	
MGI:95616	Gabra4	gamma-aminobutyric acid type A receptor subunit alpha 4	5		inhibitory synapse assembly			IBA	MGI:95613 MGI:95614 MGI:95623 P14867 P18507 PTN001055383 	J:161428 	
MGI:95617	Gabra5	gamma-aminobutyric acid type A receptor subunit alpha 5	7		inhibitory synapse assembly			IBA	MGI:95613 MGI:95614 MGI:95623 P14867 P18507 PTN001055383 	J:161428 	
MGI:95618	Gabra6	gamma-aminobutyric acid type A receptor subunit alpha 6	11		inhibitory synapse assembly			IBA	MGI:95613 MGI:95614 MGI:95623 P14867 P18507 PTN001055383 	J:161428 	
MGI:95620	Gabrb2	gamma-aminobutyric acid type A receptor subunit beta 2	11		inhibitory synapse assembly			IDA		J:281261 	
