MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3780204	Eif1ad14	eukaryotic translation initiation factor 1A domain containing 14	12		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:3648085	Eif1ad15	eukaryotic translation initiation factor 1A domain containing 15	12		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:3779631	Eif1ad16	eukaryotic translation initiation factor 1A domain containing 16	12		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:3780242	Eif1ad17	eukaryotic translation initiation factor 1A domain containing 17	12		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:3647101	Eif1ad18	eukaryotic translation initiation factor 1A domain containing 18	12		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:5434674	Eif1ad19	eukaryotic translation initiation factor 1A domain containing 19	12		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:1913485	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	X		translation			IEA	KW-0648 	J:60000 	
MGI:1913485	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	X		translational initiation			IBA	P47813 PTN000494875 S000004873 	J:161428 	
MGI:1913485	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	X		translational initiation			IEA	IPR001253 IPR006196 IPR018104 	J:72247 	
MGI:1913485	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	X		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1913485	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	X		translational initiation			IEA	ENSP00000368927 P47813 	J:342605 	
MGI:1916219	Eif1b	eukaryotic translation initiation factor 1B	9		translation			IEA	KW-0648 	J:60000 	
MGI:1916219	Eif1b	eukaryotic translation initiation factor 1B	9		translational initiation			IEA	IPR001950 IPR036877 	J:72247 	
MGI:1916219	Eif1b	eukaryotic translation initiation factor 1B	9		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		negative regulation of translation	happens in type B pancreatic cell,negatively regulates translation,positively regulates ERAD pathway		TAS		J:171795 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		regulation of translation			IEA	ENSP00000417229 Q9BY44 	J:342605 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		regulation of translation			ISO	Q9BY44 	J:164563 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		regulation of translation			ISS	Q9BY44 	J:342587 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		translation			IDA		J:19621 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		translation			IEA	KW-0648 	J:60000 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		translational initiation			IEA	IPR011387 	J:72247 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		translational initiation			IEA	ENSP00000417229 Q9BY44 	J:342605 	
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		translational initiation			ISO	Q9BY44 	J:164563 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		regulation of eIF2 alpha phosphorylation by heme			IGI	MGI:1353448 	J:99200 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		regulation of eIF2 alpha phosphorylation by heme			IGI	MGI:95513 	J:99200 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		regulation of translation			IEA	ARBA00027123 	J:342609 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		regulation of translation			IMP	MGI:2679454 	J:85896 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		regulation of translational initiation			IBA	MGI:1341830 MGI:1353448 PTN008511022 Q9NZJ5 SPAC20G4.03c SPAC222.07c 	J:161428 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		negative regulation of translation			IBA	MGI:1341830 P19525 PTN000867955 RGD:70884 	J:161428 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		negative regulation of translation			IEA	ENSP00000233057 P19525 	J:342605 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		negative regulation of translation			ISO	P19525 	J:164563 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		negative regulation of translation			ISS	P19525 	J:342587 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		regulation of translational initiation			IBA	MGI:1341830 MGI:1353448 PTN008511022 Q9NZJ5 SPAC20G4.03c SPAC222.07c 	J:161428 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		translation			IDA		J:19621 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		eiF2alpha phosphorylation in response to endoplasmic reticulum stress			IMP		J:296095 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		eiF2alpha phosphorylation in response to endoplasmic reticulum stress			ISO	Q9NZJ5 	J:164563 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation			IBA	MGI:1341830 P19525 PTN000867955 RGD:70884 	J:161428 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation			IDA		J:51759 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation			IGI	MGI:1353427 	J:107108 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation			IMP	MGI:2177666 	J:107108 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation			IMP	MGI:2177666 	J:62257 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation			IMP		J:201568 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation	happens in type B pancreatic cell,negatively regulates translation,positively regulates ERAD pathway		TAS		J:171795 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation in response to endoplasmic reticulum stress			IDA		J:51759 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation in response to stress			ISO	RGD:70884 	J:155856 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IMP		J:99455 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of translation initiation in response to endoplasmic reticulum stress			IDA		J:217285 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of translational initiation			IBA	MGI:1341830 MGI:1353448 PTN008511022 Q9NZJ5 SPAC20G4.03c SPAC222.07c 	J:161428 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of translational initiation	is a part of response to endoplasmic reticulum stress		IMP		J:124910 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of translational initiation by eIF2 alpha phosphorylation			IMP		J:99455 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of translational initiation in response to stress			IMP		J:62257 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		translation			IDA		J:82058 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		eiF2alpha phosphorylation in response to endoplasmic reticulum stress			ISO	Q9P2K8 	J:164563 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		negative regulation of translation			IGI	MGI:1341830 	J:107108 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		negative regulation of translational initiation			IDA		J:227388 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		negative regulation of translational initiation in response to stress			IBA	MGI:1353427 PTN008315168 SPBC36B7.09 	J:161428 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		negative regulation of translational initiation in response to stress			IDA		J:227395 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		positive regulation of translational initiation in response to starvation			IDA		J:71261 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		positive regulation of translational initiation in response to starvation			IMP		J:100646 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of cytoplasmic translational initiation in response to stress			IDA		J:211861 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation			IGI	Q9Z2B5 	J:124910 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation			ISS	P15442 	J:58015 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IDA		J:227388 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IDA		J:227395 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IDA		J:71261 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IMP		J:99455 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IMP		J:100646 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IMP		J:227362 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			ISO	Q9P2K8 	J:164563 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation in response to stress			IDA		J:100824 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		cytoplasmic translational initiation			IEA	ENSP00000416250 Q14232 	J:342605 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		cytoplasmic translational initiation			ISO	Q14232 	J:164563 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		cytoplasmic translational initiation			ISS	Q14232 	J:343394 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translation			IEA	KW-0648 	J:60000 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translation			ISO	RGD:620819 	J:155856 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translational initiation			IBA	PTN000028064 Q14232 RGD:620819 SPCC11E10.07c 	J:161428 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translational initiation			IEA	KW-0396 	J:60000 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translational initiation			IEA	ENSP00000416250 Q14232 	J:342605 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translational initiation			ISO	RGD:620819 	J:155856 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translational initiation			ISO	Q14232 	J:164563 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	5		translational initiation			ISS	Q14232 	J:342587 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		cytoplasmic translational initiation			IEA	ENSP00000266126 P49770 	J:342605 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		cytoplasmic translational initiation			ISO	P49770 	J:164563 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		cytoplasmic translational initiation			ISS	P49770 	J:343394 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translation			IEA	KW-0648 	J:60000 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			IBA	P49770 PTN000027996 SPAC343.14c 	J:161428 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			IEA	KW-0396 	J:60000 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			IEA	ENSP00000266126 P49770 	J:342605 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			ISO	P49770 	J:164563 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			ISS	P49770 	J:342587 	
MGI:1313286	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3	4		cytoplasmic translational initiation			IBA	PTN000501033 Q9NR50 SPAC4D7.09 	J:161428 	
MGI:1313286	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3	4		cytoplasmic translational initiation			ISO	Q9NR50 	J:164563 	
MGI:1313286	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3	4		translational initiation			ISO	Q9NR50 	J:164563 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		cytoplasmic translational initiation			ISO	Q9UI10 	J:164563 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		cytoplasmic translational initiation			ISS	Q9UI10 	J:343394 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		translation			IEA	KW-0648 	J:60000 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		translational initiation			ISO	Q9UI10 	J:164563 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		translational initiation			ISS	Q9UI10 	J:342587 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		cytoplasmic translational initiation			IEA	ENSP00000497160 Q13144 	J:342605 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		cytoplasmic translational initiation			ISO	Q13144 	J:164563 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		cytoplasmic translational initiation			ISS	Q13144 	J:343394 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		positive regulation of translation			IEA	ENSRNOP00000002321 Q64350 	J:342605 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		positive regulation of translation			ISO	RGD:708380 	J:155856 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		positive regulation of translational initiation			ISS	P47823 	J:342587 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translation			IEA	KW-0648 	J:60000 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translational initiation			IEA	KW-0396 	J:60000 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translational initiation			IEA	ENSP00000497160 Q13144 	J:342605 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translational initiation			ISO	Q13144 	J:164563 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translational initiation			ISS	Q13144 	J:342587 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		formation of translation preinitiation complex			IBA	P41214 PTN000259347 	J:161428 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		formation of translation preinitiation complex			IEA	IPR039757 	J:72247 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		formation of translation preinitiation complex			IEA	ENSP00000271764 P41214 	J:342605 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		formation of translation preinitiation complex			ISO	P41214 	J:164563 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		translation			IEA	KW-0648 	J:60000 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		translational initiation			IEA	IPR001950 IPR036877 	J:72247 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		negative regulation of translational initiation in response to stress			IDA		J:227395 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		regulation of translation in response to endoplasmic reticulum stress			IEA	ENSP00000256383 P05198 	J:342605 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		regulation of translation in response to endoplasmic reticulum stress			ISO	P05198 	J:164563 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		regulation of translational initiation in response to stress			IDA		J:100824 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translation			IDA		J:107108 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translation			IDA		J:62257 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translation			IDA		J:82058 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translation			IEA	KW-0648 	J:60000 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translational initiation			IBA	P05198 PTN000063907 S000003767 	J:161428 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translational initiation			IDA		J:217285 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translational initiation			IEA	ENSP00000256383 P05198 	J:342605 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translational initiation			ISO	P05198 	J:164563 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		cytoplasmic translational initiation			IEA	ENSP00000364119 P20042 	J:342605 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		cytoplasmic translational initiation			ISO	P20042 	J:164563 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		cytoplasmic translational initiation			ISS	P20042 	J:343122 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		formation of translation preinitiation complex			IBA	PTN000543461 S000006158 	J:161428 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		translation			IEA	KW-0648 	J:60000 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		translational initiation			IEA	IPR002735 IPR016189 IPR016190 IPR045196 	J:72247 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		translational initiation			IEA	ENSP00000364119 P20042 	J:342605 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2 subunit 2 beta	2		translational initiation			ISO	P20042 	J:164563 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		cytoplasmic translational initiation			ISS	P41091 	J:343122 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		formation of translation preinitiation complex			IBA	PTN000562153 S000000827 SPBC17G9.09 	J:161428 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		translation			IEA	KW-0648 	J:60000 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		translational initiation			ISS	P41091 	J:342587 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		formation of translation preinitiation complex			IBA	PTN000562153 S000000827 SPBC17G9.09 	J:161428 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		translation			IEA	KW-0648 	J:60000 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		cytoplasmic translational initiation			IEA	UR000106208 	J:342612 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			IBA	MGI:95301 PTN000360893 Q14152 	J:161428 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			IDA		J:148056 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			IEA	ENSP00000358140 Q14152 	J:342605 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			IEA	UR000106208 	J:342612 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			ISO	Q14152 	J:164563 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		translation			IEA	KW-0648 	J:60000 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		translation reinitiation			IBA	PTN000360893 S000000283 	J:161428 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		translational initiation			IEA	KW-0396 	J:60000 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		cytoplasmic translational initiation			IEA	UR000106119 	J:342612 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		formation of cytoplasmic translation initiation complex			IEA	UR000106119 	J:342612 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		regulation of translational initiation			IEA	ENSP00000354125 P55884 	J:342605 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		regulation of translational initiation			ISO	P55884 	J:164563 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translation			IEA	KW-0648 	J:60000 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IBA	MGI:106478 P55884 PTN000362658 S000005888 	J:161428 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IDA		J:148056 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IEA	IPR011400 	J:72247 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IEA	KW-0396 	J:60000 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IEA	ENSP00000354125 P55884 	J:342605 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			ISO	P55884 	J:164563 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		cytoplasmic translational initiation			IEA	UR000106250 	J:342612 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		formation of cytoplasmic translation initiation complex			IEA	UR000106250 	J:342612 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translation			IEA	KW-0648 	J:60000 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translational initiation			IBA	MGI:1926966 PTN000358559 Q99613 S000004926 	J:161428 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translational initiation			IDA		J:148056 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translational initiation			IEA	IPR008905 IPR027516 	J:72247 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		cap-dependent translational initiation			IEA	ENSP00000216190 O15371 	J:342605 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		cap-dependent translational initiation			IEA	UR000106267 	J:342612 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		cap-dependent translational initiation			ISO	O15371 	J:164563 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		cap-dependent translational initiation			ISS	O15371 	J:342587 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		cytoplasmic translational initiation			IEA	UR000106267 	J:342612 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		formation of cytoplasmic translation initiation complex			IDA		J:148056 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		formation of cytoplasmic translation initiation complex			IEA	ENSP00000216190 O15371 	J:342605 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		formation of cytoplasmic translation initiation complex			IEA	UR000106267 	J:342612 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		positive regulation of translation			ISO	O15371 	J:164563 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translation			IEA	KW-0648 	J:60000 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translational initiation			IBA	MGI:1933181 O15371 PTN000273956 	J:161428 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translational initiation			IEA	ENSP00000216190 O15371 	J:342605 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translational initiation			ISO	O15371 	J:164563 	
MGI:99257	Eif3e	eukaryotic translation initiation factor 3, subunit E	15		cytoplasmic translational initiation			IEA	UR000106293 	J:342612 	
